,target,text
3712,ham,If i not meeting Ì_ all rite then i'll go home lor. If Ì_ dun feel like comin it's ok.
1831,ham,Hello- thanx for taking that call. I got a job! Starts on monday!
131,ham,"Dear, will call Tmorrow.pls accomodate."
3039,ham,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..
2846,spam,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply"
4958,ham,"What i mean was i left too early to check, cos i'm working a 9-6."
3382,ham,K... Must book a not huh? so going for yoga basic on sunday?
3445,ham,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... "
4285,ham,Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing
4060,ham,"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was"
1330,ham,"Aight no rush, I'll ask jay"
4775,ham,Quite lor. But dun tell him wait he get complacent...
3164,ham,Cheers for the card ... Is it that time of year already?
1516,ham,I need to come home and give you some good lovin...
2401,spam,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs)
5384,ham,How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.IåÕm knackered and iåÕm dreading work tonight. What are thou upto tonight. X
3929,ham,I thk Ì_ gotta go home by urself. Cos i'll b going out shopping 4 my frens present. 
4212,ham,I attended but nothing is there.
4828,ham,"How long before you get reply, just defer admission til next semester"
3151,spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
4013,ham,"Sorry, I can't text &amp; drive coherently, see you in twenty"
1459,spam,Bought one ringtone and now getting texts costing 3 pound offering more tones etc
2634,ham,"Sorry da thangam, very very sorry i am held up with prasad."
1638,ham,Great comedy..cant stop laughing da:)
3099,ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
3678,ham,Stupid.its not possible
3767,ham,Where are you call me.
4283,ham,Yes. I come to nyc for audiitions and am trying to relocate.
2240,ham,K I'll call you when I'm close
2602,ham,So when you gonna get rimac access 
2504,ham,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*"
3818,ham,"sorry brah, just finished the last of my exams, what up"
644,ham,Allo! We have braved the buses and taken on the trains and triumphed. I mean weÛ÷re in bÛ÷ham. Have a jolly good rest of week
1974,ham,Thats cool. Where should i cum? On you or in you? :)
1744,spam,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15
5,spam,"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, å£1.50 to rcv"
117,ham,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! 
2926,ham,Ok... U enjoy ur shows...
334,spam,Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.
5360,ham,"Hey, iouri gave me your number, I'm wylie, ryan's friend"
1079,ham,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI
1387,ham,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.
494,ham,Are you free now?can i call now?
2096,ham,I'm done...
4839,spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0
3991,ham,"Dizzamn, aight I'll ask my suitemates when I get back"
2007,ham,Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.
1350,ham,Bugis oso near wat... 
4582,spam,"For ur chance to win a å£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
1454,ham,Can Ì_ all decide faster cos my sis going home liao..
1742,ham,"\EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.\"""""
4786,ham,ÌÏ thk of wat to eat tonight.
4929,spam,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service"
5163,ham,Ok leave no need to ask
2702,ham,"Omw back to tampa from west palm, you hear what happened?"
3331,ham,Ok... The theory test? when are Ì_ going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free
312,ham,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week
240,ham,Tomarrow final hearing on my laptop case so i cant.
2380,ham,"If i let you do this, i want you in the house by 8am."
3765,ham,Yes.mum lookin strong:)
4139,ham,Leave it wif me lar... ÌÏ wan to carry meh so heavy... Is da num 98321561 familiar to Ì_?
5220,ham,I have to take exam with in march 3
2125,ham,"Sorry im getting up now, feel really bad- totally rejected that kinda me thing."
735,ham,Then why no one talking to me
4225,ham,"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday."
3235,ham,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me"
1026,ham,Yes da. Any plm at ur office
3163,ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
3988,ham,Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...
5571,ham,Rofl. Its true to its name
4713,ham,Oops i thk i dun haf enuff... I go check then tell Ì_..
3932,ham,"Playin space poker, u?"
4119,ham,"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well."
3281,ham,Hey you around? I've got enough for a half + the ten I owe you
1510,ham,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)"
3074,ham,Take us out shopping and Mark will distract Isaiah.=D
5244,ham,thanks for the temales it was wonderful. Thank. Have a great week.
4312,ham,"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?"
621,ham,Good words.... But words may leave u in dismay many times.
2436,ham,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude
2213,ham,"Goodmorning, today i am late for 2hrs. Because of back pain."
3867,ham,"not that I know of, most people up here are still out of town"
2163,ham,hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx
304,spam,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE"
514,spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+"
3352,ham,I emailed yifeng my part oredi.. Can Ì_ get it fr him..
364,ham,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always"
3373,ham,Also andros ice etc etc
4074,ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U"
1826,ham,"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done."
4879,ham,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap
460,ham,Where did u go? My phone is gonna die you have to stay in here
5056,ham,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free
1036,ham,"No my blankets are sufficient, thx"
2150,ham,"The table's occupied, I'm waiting by the tree"
857,ham,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.
3984,ham,"Whatever, juliana. Do whatever you want."
613,ham,THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C
5546,ham,Ic. There are a lotta childporn cars then.
1864,ham,You call him now ok i said call him
5113,ham,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?
3925,ham,I havent add Ì_ yet right.. 
904,ham,"We're all getting worried over here, derek and taylor have already assumed the worst"
920,ham,When u wana see it then
4376,ham,How much is torch in 9ja.
3091,ham,"Dear, take care. I am just reaching home.love u a lot."
4981,ham,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous
810,ham,S:)s.nervous  &lt;#&gt; :)
1794,ham,How much i gave to you. Morning.
4407,ham,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.
2910,ham,"Sorry,in meeting I'll call later"
3598,ham,Then wat r u doing now? Busy wif work?
2862,ham,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? "
2546,ham,Company is very good.environment is terrific and food is really nice:)
5002,spam,CDs 4u: Congratulations ur awarded å£500 of CD gift vouchers or å£125 gift guaranteed & Freeentry 2 å£100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 
3681,ham,"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnåÕt make ur båÕday 2 hun!"
301,ham,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?"
502,ham,Check with nuerologist.
2581,ham,Yup i'm elaborating on the safety aspects and some other issues..
1257,ham,Am also doing in cbe only. But have to pay.
1380,ham,i dnt wnt to tlk wid u
4506,ham,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. ÌÏ got a lot of work ar?
201,ham,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx
5440,ham,Thank you. do you generally date the brothas?
1680,ham,Okay... We wait ah
2278,ham,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...
4050,ham,"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL"
1478,ham,I think its far more than that but find out. Check google maps for a place from your dorm.
2167,ham,Yes.he have good crickiting mind
204,ham,U call me alter at 11 ok.
3103,ham,That's y i said it's bad dat all e gals know u... Wat u doing now?
4033,ham,Wot u up 2? Thout u were gonna call me!! Txt bak luv K
1730,ham,Doing project w frens lor. 
4151,ham,What's nannys address?
3636,ham,You know what hook up means right?
3882,ham,"Gumby's has a special where a  &lt;#&gt; \ cheese pizza is $2 so I know what we're doin tonight"""
3993,ham,I love to cuddle! I want to hold you in my strong arms right now...
771,ham,Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan? 
